images,labels
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.59.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.25.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.35.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.57.43.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.34.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.57.42.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.24.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.19.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.26.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.58.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.30.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.22.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.32.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.27.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.59.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.49.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.23.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.18.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.08.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.35.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.59.27.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.57.39.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.31.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.15.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.28.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.24 (1).jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.46.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.38.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.42.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.11.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.59.07.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.54.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.07.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.59.11.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.03.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.50.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.57.58.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.45.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.47.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.12.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.02.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.51.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.39.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.04.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.14.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.06.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.43.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.16.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.45.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.42 (1).jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.29.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.41.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.12.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.57.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.04.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.53.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.46.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.13.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.28.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.56.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.11.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.02.52.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.44.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.01.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.07.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.52.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.17.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.50.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.40.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.59.28.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.57.41.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.49.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.37.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.27.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.59.08.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.25.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.08.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.33.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.57.57.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.21.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.31.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.24.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.59.32.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.02.59 (1).jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.20.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.48.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.36.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.32.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.59.24.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.09.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.08.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.33.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.37.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.21.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.49.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.25.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.30.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.57.56.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.20.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.32.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.09.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.24.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.26.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.48.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.36.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.41.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.51.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.04.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.16.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.06.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.53.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.00.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.10.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.02.53.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.45.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.29.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.57.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.47.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.52.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.01.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.59.13.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.05.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.56.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.59.05.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.13.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.28.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.40.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.44.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.17.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.57.47.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.31.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.21.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.18.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.23.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.59.18.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.35.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.57.51.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.59.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.27.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.37.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.22.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.19.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.26.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.02.58.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.30.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.58.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.34.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.10.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.43.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.47.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.59.02.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.14.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.39.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.51.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.59.14.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.02.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.06.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.55.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.40.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.15.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.50.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.02.54.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.17.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.42.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.07.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.01.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.54.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.11.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.03.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.38.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.46.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.39.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.45 (1).jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.47.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.02.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.10.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.00.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.55.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.06.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.16.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.43.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.51.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.41.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.54.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.07.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.59.15.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.03.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.38.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.50.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.59.03.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.15.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.46.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.42.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.35.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.59.23.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.31.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.59.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.04.27.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.02.59.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.18.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.23.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.36.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.57.50.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.58.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.26.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.34.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.59.19.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.58.22.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.03.19.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.06.20.jpeg,
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-13 16.57.46.jpeg,1
./Desktop/mercadona_dataset/LIVE/honor_live/photo_2023-08-06 23.05.30.jpeg,
